l_ukrainian:
 AI_CITY_STATE_NAME:0 "Місто $PROVINCE$"
 central_african.17.d:0 "Задовго до нашого правління, практично на початку часів, уздовж Великих озер розташовувалася імперія Кітара під владою династії Батембузі. Династію Бетамбузі заснував ніхто інший як Руахнга, творець, і його нащадки володіли божественною силою. Багато королівства оголошували себе спадкоємцями стародавньої Кітари, і якщо ми простежимо династію нашого правителя досить далеко в минуле, то зуміємо знайти сліди тієї божественної крові."
 central_african.17.a:0 "[Root.Monarch.GetName] править державою $COUNTRY$, користуючись авторитетом Батембузі."
 central_african.17.b:0 "Нехай всі сусіди знають, що [Root.Monarch.GetName] має таку спадщину."
 central_african.17.c:0 "Ми поновимо кордони старої Кітари!"
 central_african.18.t:0 "Видатний Катікіро"
 central_african.18.d:0 "Управляти вождівством - нелегке завдання, і в королівств $COUNTRY$, кожен [Root.Monarch.GetTitle] править з допомоги Катікіро. В нинішнього Катікіро сотні чудових ідей і не менше планів для їх реалізації.\n[Root.Monarch.GetTitle] благословенний, маючи настільки талановитого міністра у себе на службі."
 central_african.18.a:0 "Катікіро слід працювати з васальними племенами."
 central_african.18.b:0 "Катікіро слід працювати з нашими сусідами."
 central_african.19.t:0 "Катерега узурпує трон"
 central_african.19.d:0 "Ходять чутки про чаклунство. А як ще міг [Root.Monarch.GetTitle] настільки раптово померти? Особливо, що для Катерегі це найкращий момент заявити про свої права на спадкування, нехай навіть він і був середньою дитиною третьої дружини правителя  [Root.Monarch.GetTitle]. \nПроте, Катерега готовий зійти на престол."
 central_african.19.a:0 "Він по праву справжній [Root.Monarch.GetTitle] держави $COUNTRY$."
 central_african.19.b:0 "Цей злий чоловік не повинен правити країною $COUNTRY$!"
 central_african.20.t:0 "Діти Катерегі"
 central_african.20.d:0 "Катерега став батьком багатьох дітей, яким належить поширювати владу його клану в цих землях. Маючи настільки багато дітей від стількох дружин, Катерега ретельно вибирав собі спадкоємця."
 central_african.20.a:0 "Старший, народжений від першої дружини."
 central_african.20.b:0 "Старший з синів другої дружини."
 central_african.20.c:0 "Наймолодший син п'ятої дружини."
 central_african.21.t:0 "Кінець Катерегі"
 central_african.21.d:0 "Люди бачили чаклунство у всіх його вчинках, і, можливо, саме покарання духів призвело Катерегу до такого кінця. Смертоносна багатоніжка з отруйним жалом вилізла по його нозі і встромила свою зброю в його стегна, що дали сім'я для настільки багатьох дітей. \nДеякі вважають це відповідним кінцем, інші бачать в цьому трагедію."
 central_african.21.a:0 "Він покинув світ, кричачи голосніше, ніж будь приходив до нього."
 alert_corruption_growing_instant:0 "§YЗростання корупції§!"
 alert_corruption_growing_delayed:0 "Будучи залишеною без контролю, корупція може знищити Вашу державу."
 alert_corruption_high_instant:0 "§YВаш рівень корупції дуже великий§!"
 alert_corruption_high_delayed:0 "Відмінними рисами Вашої держави є хабарництво і обман. Ви зобов'язані викорінити це!"
 corruption_event.1.t:0 "Чесні [Root.GetName]і торговці"
 corruption_event.1.d:0 "У той час як багато торговців обманюють як своїх співгромадян, так і іноземців, в порівнянні з ними [Root.GetAdjective]і купці славляться своєю порядністю. І хоча вони можуть час від часу укладати угоди, які приносять їм вигоду на шкоду інтересам торгових партнерів, вони рідко брешуть або беруть хабарі. І це дає нам пріоритет в міжнародній торгівлі."
 corruption_event.1.a:0 "В нас найкращі пропозиції, навіщо нам брехати?"
 corruption_event.2.t:0 "Довіряй своєму ближньому"
 corruption_event.2.d:0 "Незважаючи на те, що громадян заохочують виявляти довіру до домовленостей, реальність у багатьох країнах така, що люди не можуть собі дозволити так ризикувати. [Root.GetName], однак, зовсім інший випадок. Ми успішно винищили корупцію на стількох рівнях суспільства, що народ не тільки не дає хабара при зверненні до державних службовців, а й загалом довіряють один одному. Це взаємна довіра є тією самою матерією, з якої виткане суспільство, і наша країна є тому яскравим прикладом."
 corruption_event.2.a:0 "Все так, як нас вчить [Root.Religion.GetName]."
 corruption_event.3.t:0 "Cкрупульозні дослідники"
 corruption_event.3.d:0 "Освітні установи теж схильні до корупції, і доходи від зловживання своїм впливом можуть стати серйозною перешкодою в створенні обстановки, ідеальною для досліджень. Однак, [Rооt.GеtАdjесtivе]і вчені стоять вище цього, ставлячи справжні досягнення розуму над титулами і фінансами. Низький рівень корупції в суспільстві дозволяє нам досліджувати і винаходити без перешкод з боку егоїстичних інтересів."
 corruption_event.3.a:0 "Пошук знань повинен цінуватися сам по собі."
 corruption_event.4.t:0 "Гідні люди"
 corruption_event.4.d:0 "Небагато знайдеться країн, які б не заявляли, як високо вони цінують честь і справедливість, однак, куди менше тих, то дійсно прямують цим ідеалам. Однак, відсутність масової і повсякденному корупції зробило державу [Rооt.GеtNаmе] однією з тих країн, що дійсно ставлять принципи вище особистої вигоди. Навіть закордоном [Rооt.GеtАdjесtivе]і емігранти користуються повагою за свою чесність, оскільки наш народ відомий вірністю обов'язку і відразою до хабарів. Хто ще може сказати, що живе згідно цих ідеалів?"
 corruption_event.4.a:0 "Воістину не всі."
 corruption_event.5.t:0 "Непідкупні"
 corruption_event.5.d:0 "Чи не кожен з тих, хто допомагає ворогам, розуміє справжню природу свого злочину. Шпигуни можуть бути віддані ворожій країні, але багатьма з їх інформаторів є люди, яким просто платять, щоб вони розкривали секрети, про які їм варто було б мовчати, не усвідомлюючи, хто використовує їх у своїх цілях. Однак, в державі [Rооt.GеtNаmе] корупція була винищена на корені. Шпигуни, нещодавно намагалися пробратися в нашу адміністрацію за допомогою хабарів і здирства, замість допомоги з боку службовців були передані тими в наші руки."
 corruption_event.5.a:0 "Смерть шпигунам!"
 corruption_event.6.t:0 "Корумпований податківець"
 corruption_event.6.d:0 "Люди, які оперують великими сумами грошей, завжди піддаються спокусі взяти собі більше, ніж треба, і податківці не виняток. Однак, в той час, як ми готові миритися з втратою частини грошей шляхом їх прямування, багаті громадяни з'ясували, що хороша хабар збирачеві податків дозволить їм платити менше. На даний момент цю схему активно підтримують деякі з старших податківців, які мріють про комфортне життя після відставки. Хоч це обійдеться нам дорого, ми могли б не витрачати свій час і сили на ретельне розслідування і просто дочекатися їх відхіду."
 corruption_event.6.a:0 "Провести розслідування і негайно їх усунути."
 corruption_event.6.b:0 "Нехай дослужаться до відставки, в минулому вони непогано нам послужили."
 corruption_event.7.t:0 "Корумпований радник"
 corruption_event.7.d:0 "Нехай держава [Rооt.GеtNаmе] вражена корупцією, ми повинні принаймні переконатися, що [Rооt.Моnаrсh.GеtТitlе] оточений людьми, гідними довіри. Ми робили все, щоб так воно і було, але нас спіткала невдача, оскільки один з радників, як виявилося, брав хабарі і своїми порадами діяв в інтересах людей, що мають і без того великий вплив в країні. Як нам відреагувати на подібну зраду?"
 corruption_event.7.a:0 "Публічно розкрити його брехню і підготувати все для страти."
 corruption_event.7.b:0 "По-тихому відправити його у відставку і залишити під домашнім арештом."
 corruption_event.7.c:0 "Вистачить і простої догани. Упереджена рада все одно залишається радою."
 corruption_event.8.t:0 "Хитрі контрабандисти"
 corruption_event.8.d:0 "Контрабандою можуть займатися навіть самі недалекі, з тією лише різницею, що їх спіймають. Куди більшу тривогу викликають ті люди, що обдаровані талантом і здатні точно визначити, кого підкупити і як збрехати, щоб уникнути затримання. І в міру того як контрабанда стає більш вигідною справою, їх число зростає.\n\nНещодавно ми вийшли на слід особливо розумної зграї контрабандистів, і схеми їх операцій не перестають нас дивувати. Як нам варто вчинити?"
 corruption_event.8.a:0 "Надіслати кращого з наших адміралів, щоб він вистежив співпрацюючих з контрабандистами."
 corruption_event.8.b:0 "Надіслати до них агента з пропозицією шпигувати на нас."
 corruption_event.8.c:0 "Не звертати на них уваги."
 corruption_event.9.t:0 "[culture_province.Culture.GetName] діаспора не довіряє нам"
 corruption_event.9.d:0 "Можливо, [Rооt.GеtNаmе] і не є домівкою найзапекліших брехунів і зрадників в світі, але в порівнянні з окремими народами, наші піддані охочіше беруть хабарі і зловживають своїм становищем. Велика частина [Rооt.Оwnеr.GеtАdjесtivе] ого населення приймає труднощі і, до свого безчестя, вигоди, пов'язані з цим.\n\n[Сulturе_рrоvinсе.Сulturе.GеtNаmе] частина наших підданих бачить речі інакше. Вони нарікають на нинішній стан речей, вважаючи його логічним продовженням того, що при владі перебуває найбільш схильна до корупції [Rооt.Сulturе.GеtNаmе] частина населення, а також стверджують, що в їх країні під владою представників їхнього народу люди не страждають від подібних проблем. Деякі вважають, що їм краще жити окремо від нас."
 corruption_event.9.a:0 "Вибачитися за наші невдачі і пообіцяти виправитися."
 corruption_event.9.b:0 "Ігнорувати ці неосвічені забобони."
 corruption_event.10.t:0 "Корумпований посол"
 corruption_event.10.d:0 "Наші представники в інших країнах повинні являти собою кращі риси нашого народу, але, на жаль, не завжди виходить саме так. Часом люди стають послами, тому що влада хоче тримати їх подалі і часом для цього є вагомі причини.\n\nЯк з'ясувалося, один такий посол провів своє добре оплачуване вигнання, додатково збагатившись за рахунок хабарів. Хоча це виставляє нас не в кращому світлі перед місцевими, у посла залишилися зв'язки на батьківщині, і ми не можемо просто так звільнити його із займаної посади."
 corruption_event.10.a:0 "Від нього занадто багато проблем. Позбудьтеся від нього."
 corruption_event.10.b:0 "Доведеться їм звикати."
 corruption_event.11.t:0 "\ "Зникнення \" товару [trаdе_gооds_рrоvinсе.GеtТrаdеGооdsNаmе]"
 corruption_event.11.d:1 "З постійним зростом корупції в державі [Rооt.GеtNаmе] все більше товару [trаdе_gооds_рrоvinсе.GеtТrаdеGооdsNаmе] зникає з легального товарообігу і виявляється на чорному ринку. У той час як деякі в усьому звинувачують занадто суворі правила і високі мита, частина проблеми криється в тому, що подібні злочини занадто легко зробити. У ситуації коли мовчання легко купити, а секрети легко зберігати, подібні секрети дорого обходяться державі [Rооt.GеtNаmе]."
 corruption_event.11.a:0 "Необхідно відновити контроль на оборотом товару [trаdе_gооds_рrоvinсе.GеtТrаdеGооdsNаmе]."
 corruption_event.12.t:0 "Корумповані генерали"
 corruption_event.12.d:0 "Військовий досвід і навички повинні бути головними, якщо не єдиними, параметрами, визначальними просування по службі в [Rооt.GеtАdjесtivе]ої армії. Зі зростанням корумпованості суспільства, реальність все більше віддаляється від цих ідеалів. А стан речей такий, що генеральське звання несе з собою престиж, і люди з грошима і зв'язками в суспільстві не соромляться використовувати їх для отримання звань. І їм це вдається, оскільки на просування по службі легко вплинути такого роду інструментами.\n\nЧас від часу наверх пробивається хтось, що дійсно заслужив звання, але багато світлих умів, які знаються на питаннях стратегії, ніколи не отримають шансу поставити свої навички на службу нам."
 corruption_event.12.a:0 "Цей світ так несправедливий."
 corruption_event.13.t:0 "Корумповані адмірали"
 corruption_event.13.d:0 "Ті, кому належить командувати кораблями в бою або відправитися на пошук нових земель, які [Rооt.Моnаrсh.GеtТitlе] міг би оголосити своїми, повинні вибиратися з числа найбільш хоробрих і мудрих людей у флоті. Однак, в наш час це не так. З перших днів на кораблі моряки бачать, як гроші незаконно переходять з рук в руки, а порушення правил стає основним правилом. Вони швидко дізнаються, що буква і дух закону в державі [Rооt.GеtNаmе] мають мало ваги, коли на іншій шальці терезів лежить срібло.\n\nТі, хто не вчиться досить швидко, наживають собі ворогів. Для просування по службі на [Rооt.GеtАdjесtivе]ому флоті треба знати правила цієї гри, і в підсумку наверх пробиваються зовсім не ті люди, яких ми б хотіли бачити."
 corruption_event.13.a:0 "Тож не дивно, що у нас трапляються заколоти."
 corruption_event.14.t:0 "Торговці не довіряють нам"
 corruption_event.14.d:0 "Кожен торговець намагається здійснювати операції, які принесуть йому прибуток, і багато хто готовий злегка спотворити правду в гонитві за прибутком. Це очікувано, проте, торговці з країни [Rооt.GеtNаmе] закордоном мають репутацію людей, що не гидують брехнею і шахрайством. Корупція стала невід'ємною частиною нашого способу вести справи, що шокує іноземців і змушує торговців інших країн по можливості уникати нас.\n\nЗанадто пізно щось міняти в ситуації, що склалася. Шкоди вже завдано, але, можливо, ми могли б уникнути повторення, переборовши корупцію в нашому суспільстві."
 corruption_event.14.a:0 "Ми не безчесні, ми прагматичні!"
 corruption_event.15.t:0 "Governmental Functions Breaking Down"
 corruption_event.15.d:0 "A corrupt administration operates less to sustain itself and more to sustain its members. Consequently, as it begins to fall apart, the immediate reaction of most officials is not to save what they all stand to lose, but to grab what they can while it lasts.\n\n[Root.GetName] may not be on its way to a complete collapse, but the severe corruption reaching all the way from the lowest clerk to those closest to the [Root.Monarch.GetTitle] has corroded several crucial governmental functions, leading to a widespread destabilization of the country. This has been a long time coming and we all pay the price."
 corruption_event.15.a:0 "This cannot be allowed to continue."
 corruption_event.16.t:0 "Mercenaries Extorting Locals"
 corruption_event.16.d:0 "During wartime, soldiers of fortune often find ways to make it home with a bit more than they are paid by raiding the land where they are sent to fight. Normally, this is not a problem for us when they are sent abroad to terrorize our enemies, but sometimes this habit is hard to break, even during peacetime. Some farmers and travelers in [Root.GetName] have complained that mercenaries stationed here have been robbing and extorting them, despite - or perhaps because of - the fact that there isn't even a war ongoing.\n\nMeddling in the ranks of mercenaries, even ones that we hired, is always a difficult matter. Their accusers are unlikely to take the matter further if we let it slide, but the question remains how our society will change if we allow it to continue."
 corruption_event.16.a:0 "Purge the mercenary ranks of such thugs."
 corruption_event.16.b:0 "It's part of the price our country pays for their service."
 corruption_event.17.t:0 "Incompetent Administrator"
 corruption_event.17.d:0 "Matters of governmental organization have never been [Root.Monarch.GetName]'s strong suit. What a good leader does to compensate for such a known weakness is to delegate and this is exactly what our [Root.Monarch.GetTitle] has done, but the people who have handled administration in [Root.Monarch.GetHerHis] stead have proven to be more competent than honest. The government runs well enough, but tends to slowly shift its priorities towards matters which the benefactors of these irreplaceable officials find to be of importance.\n\nWith [Root.Monarch.GetName] [Root.Monarch.GetHerselfHimself] unable to fully grasp the intricacies of the matters in question, the guilty parties cannot easily be seen or removed from office. For now, we'll simply have to suffer the consequences."
 corruption_event.17.a:0 "Unfortunate that skill and honor do not always go hand in hand."
 corruption_event.18.t:0 "Overextension Exploited"
 corruption_event.18.d:0 "The rapid expansion of the [Root.GetAdjective] borders is most fortunate, but brings with it new administrative challenges. As every person familiar with the optimistic language knows, "challenges" is the sweeter-tasting word for "problems". Our country has not fully adjusted to its new extent yet, and people who have noticed the confusion and poorly enforced law in these new acquisitions are reaping the benefits.\n\nThis lawlessness may eventually pass, but the temporary administrations appear to have built an unstable foundation for the future. It will take time and money to rid our society from the distrust forming in the present situation."
 corruption_event.18.a:0 "We'll have to adapt as best we can."
 corruption_event.19.t:0 "$TRADER$ Has Corrupt Connections"
 corruption_event.19.d:0 "We try to keep our administration free of dishonest individuals, but we cannot always account for the friends and contacts which got them to where they are. $TRADER$ has unfortunately turned out to be a good example of the problems that follow from this, being skilled and personable but somewhat gullible in $TRADER_POSS_PRONOUN$ choice of associates.\n\nRecent investigations have revealed that much of our well-built trade network relies on bribes, smuggling, and other dubious activities to reach its current level of efficiency. $TRADER$ claims to have known nothing of this, which is likely true. Nevertheless, if we decide to expose and end this, the responsibility will be $TRADER_POSS_PRONOUN$ to take."
 corruption_event.19.a:0 "Failure to see through lies is also a failure."
 corruption_event.19.b:0 "If it works, it works."
 corruption_event.20.t:0 "Bribes Growing More Accepted"
 corruption_event.20.d:0 "'What is the difference between an honest man and a fool? The fool doesn't know he is being swindled.'\n\nSo goes an increasingly common saying in [Root.GetName], the spirit of which is proven through a more sinister change in the social fabric. Bribes are beginning to be seen as a natural consequence of the market, where any action carries a price. Those who refuse to take bribes are viewed as precisely what the saying suggests: fools. Worse than fools, since they are deliberately refusing money that could be theirs. The consequence of this cynicism is that any form of power truly corrupts, and no one who believes it is immune. Not even the [Root.Monarch.GetTitle]."
 corruption_event.20.a:0 "It's still just a saying."
 corrupt_ambassador:0 "Corrupt Ambassador"
 trade_league.1.t:0 "King of the Hill"
 trade_league.1.d:0 "Soldiers from a certain state are causing problems among the League's armed forces, refusing to honor requests from cities with which they have long-standing feuds. This has escalated into an informal power struggle within the military, for nothing but prestige and bragging rights, which could have consequences for morale."
 trade_league.1.a:0 "Have the troublemakers taste the whip, publicly."
 trade_league.1.b:0 "Boys will be boys."
 trade_league.2.t:0 "The Rich Get Richer"
 trade_league.2.d:0 "Some of the most successful merchants have been found to circumvent tariffs and League taxations by registering holdings under subordinate captains or by unregulated trade with foreign powers. While we still gain enough from them to make a profit, they're setting a bad example and many lesser merchants are likely to follow the practices if left unchecked."
 trade_league.2.a:0 "These titans of trade can be granted some leeway, lest we risk losing them."
 trade_league.2.b:0 "Everyone is equal before the law!"
 trade_league.3.t:0 "A Secret to Fast Travels"
 trade_league.3.d:0 "Overland transport of perishable goods is a hazardous enterprise, reliant on well-guarded routes. From a foreign contact you've learned of the location of a hidden path, allowing you to cut the time of certain transports by half. This could benefit all trade in the region, but could also be a terrific boon to yourself, should you choose not to share it."
 trade_league.3.a:0 "Competition breeds excellence."
 trade_league.3.b:0 "Sharing is caring."
 trade_league.4.t:0 "Pirates Smell Booty"
 trade_league.4.d:0 "Pirate and privateer raids have steadily increased in accordance with our profitability. Steps need to be taken to halt this escalation of seaborne robbery."
 trade_league.4.a:0 "Procure additional escorts."
 trade_league.4.b:0 "Invest in an effort to hunt the dogs down."
 trade_league.4.c:0 "Use a spy to infiltrate the largest pirate organization."
 trade_league.5.t:0 "Is A Pirate in Hand Worth Ten in the Gallows?"
 trade_league.5.d:0 "A pirate has been caught and is willing to trade information about the extensive criminal organization he is working for in exchange for a pardon."
 trade_league.5.a:0 "Grant the bargain and use it to catch the bigger fish."
 trade_league.5.b:0 "Show everyone what fate has in store for pirates!"
 trade_league.6.t:0 "Pirates for Everyone"
 trade_league.6.d:0 "The diligent actions of our navy have borne fruit. We've cornered and captured the leaders of the largest band of naval bandits plaguing our trade. While death by hanging is traditional, there might also be more lucrative ways to capitalize on the victory."
 trade_league.6.a:0 "Enlist them as privateers."
 trade_league.6.b:0 "All pirates must hang!"
 trade_league.7.t:0 "Ripe Lumber"
 trade_league.7.d:0 "An enterprising merchant has come across a huge shipment of unprocessed lumber at a very low price. While we could use the materials for our ships, there is the matter of their uncertain origins and whether the quality can be assured."
 trade_league.7.a:0 "If it floats, build boats!"
 trade_league.7.b:0 "Sell it before it becomes worthless."
 trade_league.8.t:0 "Let's Make War Our Business"
 trade_league.8.d:0 "Their enmity with a common rival unites several League members, and there is increased pressure from these states to assemble a common front towards this foe."
 trade_league.8.a:0 "The enemy of my friend is my enemy."
 trade_league.8.b:0 "We have subtler weapons at our disposal."
 trade_league.8.c:0 "Private squabbles do not dictate League policy."
 trade_league.9.t:0 "Envy Leads to Anger"
 trade_league.9.d:0 "We've received reports of ostracization and outright harassment of League merchants in a major trade city. Local merchants are accusing us of monopolizing trade, and are taking drastic measures."
 trade_league.9.a:0 "Demand compensation from the local authorities!"
 trade_league.9.b:0 "Let them see if they can do without us."
 trade_league.9.c:0 "Our representatives must learn to fend for themselves."
 trade_league.10.t:0 "Intraleague Friction"
 trade_league.10.d:0 "Two member cities of the League have a bloody history, but have until recently kept a lid on outright hostilities for the sake of League stability. The last year has seen the conflict rekindled, however, and cooperation between people from the different regions is becoming difficult."
 trade_league.10.a:0 "Side with one party."
 trade_league.10.b:0 "Side with the other party."
 trade_league.10.c:0 "If they cannot let go of their past, they need to resolve it on their own."
 trade_league.11.t:0 "Papers, Please!"
 trade_league.11.d:0 "A system where currency is measured in writing rather than coin promises to revolutionize the trade industry. Among the benefits are additional cargo space and a lessened incentive for pirates and robbers to ply their bloody trade. Whether this practice will remain inviolate to corruption and human error remains to be seen, though."
 trade_league.11.a:0 "We need every edge we can get."
 trade_league.11.b:0 "If it ain't broke..."
 trade_league.12.t:0 "No More Papers, Please!"
 trade_league.12.d:0 "Increasing use of bills of exchange and careful bookkeeping have produced many of the gains predicted. The practice comes with its own problems, however, as forgeries and audit frauds are running rampant."
 trade_league.12.a:0 "This is unacceptable. We should go back to silver."
 trade_league.12.b:0 "Mere teething problems. We will stay the course."
 trade_league.13.t:0 "Naval Envy"
 trade_league.13.d:0 "Despite our considerable mercantile success, we are not regarded as a serious power by many nations. If they won't respect wealth, maybe a massive warship will bring the respect we deserve."
 trade_league.13.a:0 "By God, it will be glorious!"
 trade_league.13.b:0 "We will not play their game."
 trade_league.14.t:0 "Spiritual Concerns"
 trade_league.14.d:0 "A papal envoy expresses concern for the religious unity of the League, with protestant and reformist sentiments running unchecked among members. He suggests letting the church send a religious advisor to oversee and report on the spiritual state of the League."
 trade_league.14.a:0 "Best not to anger the church."
 trade_league.14.b:0 "We answer to no one but the Free Market!"
 punished_soldiers:0 "Punished Soldiers"
 shared_trade_secrets:0 "Shared Trade Secrets"
 league_encouraged_embargo:0 "League Encouraged Embargo"
 demanded_compensation:0 "Demanded Compensation"
 sided_with_us:0 "Sided With Us"
 sided_against_us:0 "Sided Against Us"
 refused_to_take_sides:0 "Refused to Take Sides"
 allowed_papal_league_advisor:0 "Allowed Papal Advisor in League"
 espionage_events.1.t:0 "Half the Loyalty, Double the Agent"
 espionage_events.1.d:0 "Espionage may be the hardest test there is for loyalty to one's country. Both fear and temptations surround spies constantly, and the better they are at what they do, the more certain they are to face them. These temptations, of course, are something we are more than willing to provide foreign agents.\n\nAn agent from a country where corruption is rampant has recently decided to give in to one of these temptations. Eager to make a bigger profit than most can hope to earn through bribes, he has offered to act as a double agent for us. However, the 'anonymous' method of contact he chose has turned out to be less anonymous than expected, so we now know his name. How shall we proceed?"
 espionage_events.1.a:0 "Accept the offer for a lesser sum and spare his life."
 espionage_events.1.b:0 "Shadow him for a few days before he has an accident."
 espionage_events.2.t:0 "Second Chance for a Traitor"
 espionage_events.2.d:0 "We are more than aware of the corruption plaguing [Root.GetAdjective] society, but we had at least hoped that it didn't go beyond money changing hands between our own citizens. We were wrong. Associates of an agent maintaining our spy network in [From.GetName] have proven recently that he has accepted a sum of money that could only have come from the [From.GetAdjective] government. We have to accept that one of our best was not as loyal as we hoped.\n\nSome say that this operation may be salvaged yet. If confronted with evidence of his betrayal, he might be ready to switch back to his original allegiance - with the added benefit of having the trust of the [From.GetAdjective]. Is it worth the risk?"
 espionage_events.2.a:0 "He'll be even more valuable to us now."
 espionage_events.2.b:0 "He has done enough damage already. Invite him home for the last time."
 espionage_events.3.t:0 "Twice the Traitor?"
 espionage_events.3.d:0 "The difficult thing about relying on people of low character is that they have rarely been swayed for the last time. The [From.GetAdjective] spy we offered a large sum of money and our mercy for turning double agent against his country seems to have been discovered by those he betrayed. Our other spies report that he was offered to continue working for both nations, but with his true allegiance shifted back to his home country.\n\nThat the offer has been made, there can be no doubt about. His coming out of it alive means he must have, at the very least, pretended to accept. Despite this, he may still be working for us and could only be handing token information to the enemy. Can we afford to take our chances?"
 espionage_events.3.a:0 "This is getting ridiculous, and so is the notion of trusting him."
 espionage_events.3.tt_1:0 "If the agent is now loyal to [From.GetName]:"
 espionage_events.3.tt_2:0 "If the agent is still loyal to us:"
 espionage_events.3.b:0 "He fooled them again? He's pretty good."
 espionage_events.4.t:0 "Seal of Confession"
 espionage_events.4.d:0 "Religious institutions are considered sacrosanct and above the petty plots and schemes of countries and spies. This is why it's crucial to infiltrate them. Many secrets that would never be spoken aloud are told in confidence to religious authorities, which the practice of confession has even turned into an institution.\n\nA church in one of the countries we have focused our espionage efforts on has presented an unprecedented opportunity to exploit this. One of our loyal agents, posing as a nun in a local convent, has found that she can overhear the conversations from confessionals while doing chores in the church. While she is likely to escape detection, the plan would outrage religious authorities if discovered. Is it worth taking our chances?"
 espionage_events.4.a:0 "Their sins may be of interest, even if we can't absolve them..."
 espionage_events.4.b:0 "Unthinkable! She should inform the priests that they can be heard."
 espionage_events.5.t:0 "Pope Discovers Plot"
 espionage_events.5.d:0 "Our plan to use information from confessionals to improve our intelligence gathering in a foreign country has resulted in a diplomatic disaster with the Papacy, as our agent was discovered a few months into the operation. Facing the wrath of the church, she has since disappeared from the convent along with her belongings; whether this is her own doing or the actions of the enemy, we may never know.\n\nWe can be certain, however, that the church found out enough to realized we were behind what happened. The Pope is shocked that we would exploit the church and its practices in this way. The [Root.Monarch.GetTitle] enjoys some plausible deniability, but the country's standing is still irreversibly harmed."
 espionage_events.5.a:0 "Is it too late to ask for forgiveness?"
 espionage_events.6.t:0 "Opportunity to End a Reign"
 espionage_events.6.d:0 "Many who work with international politics have wished that a head of state could be swiftly replaced, preferably by separating said head from its shoulders. Making it happen is not as easy. The damage regicide can do to a nation is well-known and many nations treat their government security as a game of chess, where protecting the king is a priority above all.\n\nIf the world truly was a chessboard, we'd currently have our opponent in check. Our extraordinary espionage network abroad has given us an opportunity to end the life of a foreign leader. Once the deed is done, they will likely be able to trace it to us, but by then it will be too late."
 espionage_events.6.a:0 "Give the order."
 espionage_events.6.b:0 "There must be a better way to use these connections."
 espionage_events.7.t:0 "Regicide!"
 espionage_events.7.d:0 "[From.GetAdjective] assassins, using what must have been an impressive network of contacts, have committed that most unspeakable of international violations of trust: they have murdered our [Root.Monarch.GetTitle]. Although the culprit has been caught, those who ordered the murder are most likely safe in [From.GetName], prepared to continue inflicting their schemes upon our nation. Once the government has recovered from the shock, we must think of a way to strike against these enemies of [Root.GetName]."
 espionage_events.7.a:0 "Such a dishonorable blow!"
 espionage_events.8.t:0 "$SPYMASTER$ Suspects Neighbors"
 espionage_events.8.d:0 "Having a spymaster in our employ has mainly contributed to our intelligence gathering abroad, but $SPYMASTER$ sometimes coordinates counterespionage as well. Recently, $SPYMASTER_POSS_PRONOUN$ investigations have uncovered a conspiracy that could only be the work of one of our neighboring countries. Which neighbor is behind it remains unclear, but the constant exchanges of information would require those behind it to be close by.\n\n$SPYMASTER$ has prepared to round up and harshly question a number of foreign officials who might be involved, but conflicting theories about the culprits leaves it up to the [Root.Monarch.GetTitle] to decide who to target. Our neighbors will probably not appreciate the accusations, but something needs to be done, and fast."
 espionage_events.8.a:0 "Of the many possible suspects, this one..."
 espionage_events.8.b:0 "...or this one seem the most likely."
 espionage_events.9.t:0 "Secrets in our Alliance"
 espionage_events.9.d:0 "Ambassadors and diplomatic envoys often double as spies, or at least informants who go beyond their duties to gather information in the country where they are supposed to do honest negotiations. This makes it less than surprising that an ambassador here in [Root.Capital.GetName] has been suspected of involvement in espionage. The challenge now lies in tactfully handling this discovery, since only a thorough cross-examination could ascertain guilt."
 espionage_events.9.a:0 "We must get to the bottom of this. Arrest the ambassador."
 espionage_events.9.b:0 "Send a request for him to be replaced."
 espionage_events.9.c:0 "Just try to cut him off from important affairs."
 espionage_events.9.c.tt:0 "§Y50%§! chance of [spying_ambassador.Country.GetName] adding size 10 to their spy network in [Root.Country.GetName]."
 espionage_events.10.t:0 "Ambassador Confesses"
 espionage_events.10.d:0 "Once arrested and removed from the comfort of his station, the ambassador we suspected of being complicit in espionage quickly admitted his guilt under interrogation. What's more, his confession indicates the spy network he was part of was more far-reaching than previously suspected. While this is certainly an embarrassment for his home country, they are requesting we resolve the situation amicably by sending the ambassador home immediately.\n\nWhile it's good praxis not to kill or imprison diplomats when it can be avoided, this man has proven himself to be an enemy of our nation. More importantly, he could still have information that is of value to us. Should we let him go to smooth over the situation?"
 espionage_events.10.a:0 "No. An enemy spy who buckles under pressure is a valuable source."
 espionage_events.10.b:0 "We all spy on each other. We can forgive and forget."
 counterintelligence_operation:0 "Контррозвідувальна операція"
 imprisoned_ambassador:0 "Посол у в'язниці"
 ESTATE_OL_ENTRY:0 "Л:§Y$LOYALTY$%§! В:§Y$INFL$%§! З:§Y$TERR$%§!"
 ESTATE_OL_TOOLTIP:0 "§Y$NAME$§!:\nЛояльність: §Y$LOYALTY$%§!\nВплив: §Y$INFL$%§!\nЗемлі: §Y$TERR$%§!"
 CONDOTTIERI_PARTICIPATION_FAILURE1:0 "Вони очікували від нас більше битв."
 CONDOTTIERI_PARTICIPATION_FAILURE2:0 "Наша репутація була знищена, що зробить складніше"
